run_id,timestamp,backend,mode,run_label,image_width,image_height,resolution,samples_per_pixel,max_depth,mpi_ranks,omp_threads,p_effective,scene_file,output_file,git_commit_if_available,total_wall_seconds,sigma_setup_seconds,scene_parse_seconds,bvh_build_seconds,camera_setup_seconds,mpi_init_seconds,mpi_broadcast_seconds,mpi_scatter_or_task_distribution_seconds,render_region_wall_seconds,omp_parallel_region_seconds,tile_compute_sum_seconds,tile_compute_max_seconds,tile_compute_min_seconds,mpi_gather_seconds,output_write_seconds,synchronization_seconds,finalization_seconds,max_rank_compute_seconds,mean_rank_compute_seconds,min_rank_compute_seconds,max_rank_total_seconds,rank_tile_count_sum,rank_pixel_count_sum,rank_sample_count_sum,load_imbalance_seconds,load_imbalance_ratio,communication_overhead_seconds,synchronization_overhead_seconds,scheduling_overhead_seconds,output_overhead_seconds,other_overhead_seconds,Ts_serial_baseline_seconds,sigma_seconds,phi_serial_seconds,ideal_phi_over_p_seconds,kappa_estimated_seconds,kappa_estimated_clamped_seconds,Tp_model_reconstructed_seconds,overhead_fraction_of_Tp,sigma_fraction_of_Ts,phi_fraction_of_Ts,speedup,efficiency,amdahl_ideal_speedup_from_measured_sigma,karp_flatt_e,parallel_efficiency_loss,serial_baseline_found
cpu_serial_2026-04-26_time_09h49m36s,2026-04-26_time_09h49m36s,cpu,serial,serial_baseline,640,360,640x360,4,2,1,1,1,/lfs1/usrscratch/btech/ce23b048/ToriRender/job1737569_cpu/repo/config/scene.json,final/images/cpu_640x360_ssp4_depth2_2026-04-26_time_09h49m36s.png,unknown,16.665484515,0.081969727,0.000889154,0.000002250,0.000019305,0.899878529,0.000003327,0.002260175,15.635505914,0.000000000,15.635497459,0.642733762,0.001438912,0.000000000,0.081059018,0.000023396,0.044525729,15.635497459,15.635497459,15.635497459,15.720096087,90,230400,921600,0.000000000,1.000000000,0.002263502,0.000023396,0.000000000,0.081059018,-0.083345916,16.665484515,0.081969727,16.583514788,16.583514788,0.000000000,0.000000000,16.665484515,0.000000000,0.004918532,0.995081468,1.000000000,1.000000000,1.000000000,0.000000000,0.000000000,1
